kanji	count	freq	freq_cum	jouyou	jouyou_pos
拷	190	8.40349e-06	0.997262	7	1965
拾	2522	0.000111545	0.950093	3	418
拿	4	1.76916e-07	0.999957	0	0
持	65068	0.00287789	0.318476	3	247
指	19220	0.000850079	0.64937	3	310
按	24	1.06149e-06	0.999717	0	0
挑	1595	7.05451e-05	0.970136	7	1427
挙	3727	0.000164841	0.921826	4	590
挟	1129	4.99344e-05	0.980299	7	1547
挨	2684	0.00011871	0.946289	7	1289
挫	691	3.05622e-05	0.988504	7	1676
振	9377	0.000414734	0.808623	7	1080
挺	29	1.28264e-06	0.999635	0	0
挽	244	1.07918e-05	0.996485	0	0
挿	648	2.86603e-05	0.989185	7	1689
捉	289	1.27821e-05	0.995752	7	1889
捌	11	4.86518e-07	0.999875	0	0
捏	253	1.11899e-05	0.996364	0	0
捕	12615	0.000557947	0.745495	7	1053
捗	40	1.76916e-06	0.999476	7	2083
捜	24190	0.0010699	0.597182	7	1027
捧	302	1.33571e-05	0.995543	0	0
捨	10892	0.000481741	0.779652	6	850
据	366	1.61878e-05	0.994339	7	1834
捲	9	3.9806e-07	0.999898	0	0
捷	35	1.54801e-06	0.999553	0	0
捺	61	2.69796e-06	0.99915	0	0
捻	180	7.9612e-06	0.997451	7	1976
掃	3129	0.000138392	0.936237	7	1252
授	10845	0.000479662	0.780132	5	688
掌	224	9.90727e-06	0.996774	7	1938
掏	38	1.6807e-06	0.999517	0	0
排	627	2.77315e-05	0.989496	7	1697
掖	1	4.42289e-08	0.999992	0	0
掘	1344	5.94436e-05	0.975454	7	1481
掛	11835	0.000523449	0.761142	7	1058
掟	231	1.02169e-05	0.996694	0	0
掠	10	4.42289e-07	0.999881	0	0
採	3228	0.000142771	0.934276	5	769
探	12661	0.000559982	0.744379	6	841
接	8285	0.000366436	0.827122	5	708
控	1655	7.31988e-05	0.969129	7	1417
推	4426	0.000195757	0.906771	6	908
掩	8	3.53831e-07	0.999914	0	0
措	203	8.97846e-06	0.997097	7	1955
掬	38	1.6807e-06	0.999516	0	0
掲	824	3.64446e-05	0.9858	7	1632
掴	241	1.06592e-05	0.996517	0	0
掻	41	1.81338e-06	0.99944	0	0
掾	2	8.84578e-08	0.999984	0	0
揃	1526	6.74933e-05	0.971584	0	0
揄	24	1.06149e-06	0.999705	0	0
揆	124	5.48438e-06	0.99823	0	0
揉	291	1.28706e-05	0.995714	0	0
描	5756	0.000254581	0.877455	7	1132
提	5161	0.000228265	0.88925	5	746
揖	4	1.76916e-07	0.999963	0	0
揚	2055	9.08904e-05	0.959797	7	1358
換	3730	0.000164974	0.921662	7	1215
握	3536	0.000156393	0.927122	7	1228
揮	1286	5.68784e-05	0.976904	6	977
援	6325	0.000279748	0.864384	7	1112
揶	24	1.06149e-06	0.999704	0	0
揺	2025	8.95635e-05	0.960518	7	1361
損	3677	0.00016263	0.923629	5	761
搏	1	4.42289e-08	0.999991	0	0
搗	7	3.09602e-07	0.999928	0	0
搬	915	4.04694e-05	0.984262	7	1608
搭	380	1.6807e-05	0.994157	7	1826
携	12416	0.000549146	0.750475	7	1057
搾	233	1.03053e-05	0.996664	7	1931
摂	688	3.04295e-05	0.988565	7	1678
摎	2	8.84578e-08	0.999977	0	0
摘	1709	7.55872e-05	0.967491	7	1405
摠	2	8.84578e-08	0.999986	0	0
摩	3084	0.000136402	0.937746	7	1259
摯	93	4.11329e-06	0.998664	7	2037
摸	27	1.19418e-06	0.999675	0	0
摺	25	1.10572e-06	0.999696	0	0
撃	10737	0.000474886	0.782038	7	1063
撈	1	4.42289e-08	0.999999	0	0
撒	88	3.89214e-06	0.99874	0	0
撓	1	4.42289e-08	0.999992	0	0
撚	13	5.74976e-07	0.999855	0	0
撞	8	3.53831e-07	0.999909	0	0
撤	1105	4.88729e-05	0.98099	7	1557
撫	45	1.9903e-06	0.999393	0	0
播	452	1.99915e-05	0.993023	0	0
撮	9386	0.000415132	0.808209	7	1079
撰	36	1.59224e-06	0.99954	0	0
撲	1016	4.49366e-05	0.982811	7	1583
撹	7	3.09602e-07	0.999916	0	0
撻	24	1.06149e-06	0.999713	0	0
撼	20	8.84578e-07	0.999757	0	0
擁	114	5.04209e-06	0.998366	7	2019
擂	2	8.84578e-08	0.999985	0	0
操	3110	0.000137552	0.93665	6	933
擢	138	6.10359e-06	0.998006	0	0
擦	421	1.86204e-05	0.993524	7	1799
擬	182	8.04966e-06	0.997427	7	1975
擲	3	1.32687e-07	0.999966	0	0
攀	2	8.84578e-08	0.999983	0	0
攘	497	2.19818e-05	0.992184	0	0
攝	1	4.42289e-08	0.999998	0	0
攣	61	2.69796e-06	0.99916	0	0
攪	15	6.63433e-07	0.999831	0	0
攫	34	1.50378e-06	0.999565	0	0
支	11194	0.000495098	0.772846	5	685
改	4833	0.000213758	0.897378	4	570
攻	3278	0.000144982	0.932979	7	1244
放	12806	0.000566395	0.741569	3	338
政	10761	0.000475947	0.781087	5	689
故	8846	0.000391249	0.821474	5	703
敏	1690	7.47468e-05	0.968092	7	1408
救	11730	0.000518805	0.76374	4	504
敗	5599	0.000247638	0.881226	4	554
教	38626	0.00170839	0.468882	2	124
敢	195	8.62463e-06	0.997194	7	1962
散	4937	0.000218358	0.893714	4	565
敦	742	3.28178e-05	0.987461	0	0
敬	2732	0.000120833	0.945095	6	944
数	13523	0.000598107	0.728208	2	177
敲	19	8.40349e-07	0.999769	0	0
整	3771	0.000166787	0.9205	3	398
敵	6813	0.000301331	0.851602	5	724
敷	4080	0.000180454	0.914098	7	1197
斃	1	4.42289e-08	0.999997	0	0
文	19328	0.000854856	0.64852	1	45
斉	2841	0.000125654	0.943115	7	1277
斎	1918	8.4831e-05	0.96286	7	1375
斐	1380	6.10359e-05	0.974974	0	0
斑	810	3.58254e-05	0.986089	7	1638
斗	3543	0.000156703	0.926809	7	1227
料	19037	0.000841985	0.652753	4	476
斜	294	1.30033e-05	0.995649	7	1883
斟	4	1.76916e-07	0.999956	0	0
斡	128	5.6613e-06	0.998175	0	0
斤	10	4.42289e-07	0.999886	7	2119
斥	19	8.40349e-07	0.999775	7	2111
斧	68	3.00756e-06	0.999044	0	0
斬	2059	9.10673e-05	0.959706	7	1357
断	16973	0.000750697	0.678944	5	661
斯	3	1.32687e-07	0.99997	0	0
新	38591	0.00170684	0.470589	2	125
方	83530	0.00369444	0.257678	2	95
於	79	3.49408e-06	0.998901	0	0
施	2775	0.000122735	0.944731	7	1282
旁	6	2.65373e-07	0.99994	0	0
旅	6629	0.000293193	0.85665	3	374
旋	320	1.41532e-05	0.995226	7	1866
族	17373	0.000768389	0.672897	3	316
旒	8	3.53831e-07	0.999913	0	0
旗	934	4.13098e-05	0.984059	4	635
旛	5	2.21144e-07	0.999948	0	0
既	1532	6.77587e-05	0.971381	7	1438
日	168021	0.00743138	0.150909	1	7
旦	9200	0.000406906	0.812718	7	1084
旧	771	3.41005e-05	0.986894	5	818
旨	403	1.78242e-05	0.993778	7	1810
早	46997	0.00207863	0.414784	1	28
旬	565	2.49893e-05	0.990712	7	1728
旭	1887	8.34599e-05	0.963531	0	0
旺	300	1.32687e-05	0.995583	7	1881
昂	9	3.9806e-07	0.999897	0	0
昆	381	1.68512e-05	0.994123	7	1824
昇	2830	0.000125168	0.943742	7	1278
昊	115	5.08632e-06	0.998351	0	0
昌	1775	7.85063e-05	0.965876	0	0
明	47898	0.00211848	0.404297	2	114
昏	185	8.18234e-06	0.997353	0	0
易	1034	4.57327e-05	0.982404	5	815
昔	11146	0.000492975	0.773339	3	347
星	9309	0.000411727	0.809449	2	203
映	9402	0.00041584	0.807378	6	858
春	16781	0.000742205	0.680435	2	164
昧	364	1.60993e-05	0.994387	7	1836
昨	13295	0.000588023	0.731753	4	498
昭	2319	0.000102567	0.954571	3	421
是	1392	6.15666e-05	0.974729	7	1473
昴	282	1.24725e-05	0.995941	0	0
昵	29	1.28264e-06	0.999638	0	0
昼	4390	0.000194165	0.907161	2	229
時	107499	0.00475456	0.219445	2	91
晃	926	4.0956e-05	0.984141	0	0
晋	706	3.12256e-05	0.988165	0	0
晏	1	4.42289e-08	0.999999	0	0
晒	68	3.00756e-06	0.999041	0	0
晟	1	4.42289e-08	0.999995	0	0
晦	58	2.56528e-06	0.999218	0	0
晨	0	0.0	1.0	0	0
晩	4051	0.000179171	0.914637	6	913
普	10751	0.000475505	0.781563	7	1062
景	3258	0.000144098	0.933845	4	601
晰	32	1.41532e-06	0.999606	0	0
晴	10000	0.000442289	0.794481	2	199
晶	2017	8.92097e-05	0.960876	7	1363
智	5905	0.000261172	0.8741	0	0
暁	1082	4.78557e-05	0.981425	7	1565
暇	4278	0.000189211	0.909466	7	1185
暉	3	1.32687e-07	0.999968	0	0
暑	1685	7.45257e-05	0.968316	3	432
暖	649	2.87045e-05	0.989157	6	992
暗	3763	0.000166433	0.921	3	400
暢	12	5.30747e-07	0.999862	0	0
暦	246	1.08803e-05	0.996463	7	1923
暫	41	1.81338e-06	0.999451	7	2080
暮	10483	0.000463651	0.787685	6	853
暴	6861	0.000303454	0.850998	5	723
暹	1	4.42289e-08	1.0	0	0
曇	382	1.68954e-05	0.99409	7	1822
曖	263	1.16322e-05	0.99617	7	1910
曙	18	7.9612e-07	0.999786	0	0
曜	4823	0.000213316	0.898232	2	225
曝	1	4.42289e-08	0.999989	0	0
曩	2	8.84578e-08	0.999979	0	0
曰	26	1.14995e-06	0.999682	0	0
曲	5381	0.000237996	0.884125	3	384
曳	30	1.32687e-06	0.999623	0	0
更	5282	0.000233617	0.886714	7	1140
書	36602	0.00161887	0.48548	2	128
曹	395	1.74704e-05	0.993884	7	1813
曼	29	1.28264e-06	0.99964	0	0
曽	1044	4.6175e-05	0.982128	7	1574
曾	427	1.88857e-05	0.993431	0	0
替	6617	0.000292663	0.856943	7	1103
最	50960	0.0022539	0.389089	4	446
會	38	1.6807e-06	0.999507	0	0
月	33515	0.00148233	0.505411	1	35
有	12616	0.000557992	0.744937	3	339
朋	1915	8.46983e-05	0.962944	0	0
服	8609	0.000380766	0.823407	3	360
朏	1	4.42289e-08	0.999991	0	0
朔	604	2.67142e-05	0.989986	0	0
朕	109	4.82095e-06	0.998435	7	2025
朗	1824	8.06735e-05	0.964766	6	962
望	13233	0.000585281	0.734686	4	499
朝	18849	0.00083367	0.655266	2	156
期	14085	0.000622964	0.718436	3	332
朦	18	7.9612e-07	0.99978	0	0
朧	41	1.81338e-06	0.999444	0	0
木	46223	0.00204439	0.418883	1	29
未	10723	0.000474266	0.782512	4	514
末	6159	0.000272406	0.867697	4	547
本	124319	0.00549849	0.188396	1	11
札	2338	0.000103407	0.954262	4	616
朱	1503	6.6476e-05	0.972187	7	1448
朴	131	5.79398e-06	0.998101	7	2007
朶	42	1.85761e-06	0.999435	0	0
机	1240	5.48438e-05	0.977795	6	979
朽	205	9.06692e-06	0.997088	7	1954
朿	1	4.42289e-08	0.99999	0	0
杉	9807	0.000433753	0.800182	7	1075
李	439	1.94165e-05	0.99324	0	0
杏	3334	0.000147459	0.931664	0	0
材	7022	0.000310575	0.847024	4	539
村	41973	0.00185642	0.446003	1	31
杓	44	1.94607e-06	0.999401	0	0
杖	194	8.5804e-06	0.997237	0	0
杙	1	4.42289e-08	0.999995	0	0
杜	56	2.47682e-06	0.999248	0	0
杞	22	9.73036e-07	0.999736	0	0
束	11360	0.00050244	0.770356	4	508
条	8114	0.000358873	0.830757	5	710
杢	100	4.42289e-06	0.998587	0	0
来	123837	0.00547717	0.193873	2	88
杦	2	8.84578e-08	0.999979	0	0
杭	66	2.91911e-06	0.99907	0	0
杯	6434	0.000284569	0.86156	7	1109
東	25016	0.00110643	0.58524	2	143
杳	3	1.32687e-07	0.999968	0	0
杵	21	9.28807e-07	0.999753	0	0
杷	4	1.76916e-07	0.999954	0	0
杼	1	4.42289e-08	0.999996	0	0
松	20397	0.000902137	0.639785	4	473
板	4175	0.000184656	0.912089	3	393
枇	4	1.76916e-07	0.999954	0	0
析	1387	6.13455e-05	0.974852	7	1475
枕	488	2.15837e-05	0.992379	7	1766
林	8128	0.000359492	0.830398	1	62
枚	3765	0.000166522	0.920833	6	919
果	13302	0.000588333	0.731165	4	497
枝	6360	0.000281296	0.863824	5	735
枠	378	1.67185e-05	0.994191	7	1828
枡	60	2.65373e-06	0.999182	0	0
枢	111	4.90941e-06	0.998405	7	2022
枦	7	3.09602e-07	0.999926	0	0
枯	506	2.23798e-05	0.991962	7	1755
枳	9	3.9806e-07	0.999905	0	0
架	878	3.8833e-05	0.984817	7	1616
枷	15	6.63433e-07	0.999827	0	0
柄	3639	0.000160949	0.924274	7	1223
柊	519	2.29548e-05	0.991644	0	0
柏	2252	9.96035e-05	0.955681	0	0
某	306	1.3534e-05	0.99549	7	1876
柑	105	4.64403e-06	0.998491	0	0
染	2686	0.000118799	0.946171	6	945
柔	948	4.1929e-05	0.983768	7	1601
柘	185	8.18234e-06	0.997345	0	0
柚	1217	5.38266e-05	0.978228	0	0
柝	13	5.74976e-07	0.999851	0	0
柩	41	1.81338e-06	0.999446	0	0
柱	702	3.10487e-05	0.988258	3	439
柳	6890	0.000304737	0.849173	7	1099
柴	3892	0.000172139	0.917611	0	0
柵	108	4.77672e-06	0.998449	7	2027
査	25160	0.0011128	0.580805	5	648
柾	69	3.05179e-06	0.999038	0	0
柿	1274	5.63476e-05	0.977074	7	1499
栂	3	1.32687e-07	0.999972	0	0
栃	282	1.24725e-05	0.995916	7	1898
栄	4552	0.00020133	0.903197	4	576
栓	440	1.94607e-05	0.993221	7	1792
栖	1100	4.86518e-05	0.981136	0	0
栗	2944	0.00013021	0.941197	0	0
栞	1331	5.88686e-05	0.975572	0	0
校	28666	0.00126787	0.542745	1	39
株	2610	0.000115437	0.948163	6	947
栲	12	5.30747e-07	0.999866	0	0
栴	2	8.84578e-08	0.999987	0	0
核	417	1.84434e-05	0.993617	7	1803
根	9986	0.00044167	0.796249	3	351
格	11755	0.000519911	0.762702	5	680
栽	276	1.22072e-05	0.996003	7	1903
桁	262	1.1588e-05	0.996205	7	1912
桂	1888	8.35041e-05	0.963447	0	0
桃	5057	0.000223665	0.89106	7	1149
框	2	8.84578e-08	0.999986	0	0
案	8243	0.000364579	0.828948	4	532
桐	4479	0.000198101	0.90559	0	0
桑	1253	5.54188e-05	0.97752	7	1506
桓	7	3.09602e-07	0.999924	0	0
桔	144	6.36896e-06	0.997938	0	0
桜	11500	0.000508632	0.766818	5	681
桝	115	5.08632e-06	0.99834	0	0
桟	60	2.65373e-06	0.999171	7	2063
桧	313	1.38436e-05	0.995394	0	0
桶	166	7.342e-06	0.99761	0	0
桿	5	2.21144e-07	0.999942	0	0
梁	333	1.47282e-05	0.994895	0	0
梃	1	4.42289e-08	0.999992	0	0
梅	4236	0.000187354	0.911159	4	581
梓	1049	4.63961e-05	0.982082	0	0
梗	637	2.81738e-05	0.989384	7	1693
梛	2	8.84578e-08	0.999978	0	0
條	789	3.48966e-05	0.986548	0	0
梟	62	2.74219e-06	0.999147	0	0
梢	601	2.65816e-05	0.990039	0	0
梧	9	3.9806e-07	0.999904	0	0
梨	5226	0.00023114	0.887875	7	1143
梯	20	8.84578e-07	0.99976	0	0
械	1026	4.53788e-05	0.982586	4	633
梱	31	1.3711e-06	0.999614	0	0
梳	1	4.42289e-08	0.999992	0	0
梵	4	1.76916e-07	0.999959	0	0
梶	2456	0.000108626	0.951193	0	0
梼	2	8.84578e-08	0.999988	0	0
棄	1599	7.0722e-05	0.970065	7	1426
棋	581	2.5697e-05	0.99051	7	1723
棍	1	4.42289e-08	0.999997	0	0
棒	3873	0.000171298	0.918813	6	918
棗	2	8.84578e-08	0.999978	0	0
棘	39	1.72493e-06	0.999488	0	0
棚	939	4.15309e-05	0.983852	7	1603
棟	1030	4.55558e-05	0.982495	7	1580
棧	2	8.84578e-08	0.999981	0	0
森	12664	0.000560115	0.743819	1	55
棲	418	1.84877e-05	0.99358	0	0
棹	4	1.76916e-07	0.999954	0	0
棺	142	6.2805e-06	0.997944	7	1998
椀	36	1.59224e-06	0.999543	0	0
椅	914	4.04252e-05	0.984303	7	1609
椋	273	1.20745e-05	0.996051	0	0
植	4208	0.000186115	0.911719	3	392
椎	1124	4.97133e-05	0.980547	7	1551
椒	108	4.77672e-06	0.998439	0	0
椚	12	5.30747e-07	0.99986	0	0
椛	3	1.32687e-07	0.99997	0	0
検	13806	0.000610624	0.723973	5	670
椰	19	8.40349e-07	0.999774	0	0
椶	4	1.76916e-07	0.99996	0	0
椹	49	2.16722e-06	0.999341	0	0
椿	856	3.78599e-05	0.985317	0	0
楊	84	3.71523e-06	0.99879	0	0
楓	2437	0.000107786	0.951842	0	0
楔	2	8.84578e-08	0.999986	0	0
楕	16	7.07662e-07	0.999809	0	0
楚	79	3.49408e-06	0.998883	0	0
楠	1017	4.49808e-05	0.982766	0	0
楡	171	7.56314e-06	0.997528	0	0
楢	362	1.60109e-05	0.994467	0	0
楫	165	7.29777e-06	0.997654	0	0
業	32501	0.00143748	0.51563	3	274
楯	53	2.34413e-06	0.999292	0	0
楳	17	7.51891e-07	0.999802	0	0
極	5667	0.000250645	0.879733	4	551
楷	15	6.63433e-07	0.999825	7	2115
楼	227	1.004e-05	0.996735	7	1935
楽	28997	0.00128251	0.540207	2	136
概	591	2.61393e-05	0.990302	7	1716
榊	878	3.8833e-05	0.984895	0	0
榎	1111	4.91383e-05	0.980794	0	0
榛	168	7.43045e-06	0.997573	0	0
榜	7	3.09602e-07	0.999918	0	0
榮	220	9.73036e-06	0.996853	0	0
榴	45	1.9903e-06	0.999395	0	0
榾	1	4.42289e-08	0.999993	0	0
槃	5	2.21144e-07	0.999945	0	0
槇	255	1.12784e-05	0.996307	0	0
構	13765	0.000608811	0.725191	5	671
槌	98	4.33443e-06	0.998621	0	0
槍	319	1.4109e-05	0.995254	0	0
槐	1	4.42289e-08	0.999998	0	0
様	64409	0.00284874	0.324202	3	248
槙	606	2.68027e-05	0.989933	0	0
槻	306	1.3534e-05	0.995476	0	0
槽	273	1.20745e-05	0.996039	7	1905
樂	36	1.59224e-06	0.999542	0	0
樊	1	4.42289e-08	0.999996	0	0
樋	1009	4.46269e-05	0.982901	0	0
樓	3	1.32687e-07	0.999965	0	0
樗	3	1.32687e-07	0.999975	0	0
標	1996	8.82809e-05	0.961053	4	621
樟	30	1.32687e-06	0.999627	0	0
模	3679	0.000162718	0.923466	6	920
権	7454	0.000329682	0.8397	6	870
横	7103	0.000314158	0.84484	3	370
樫	1454	6.43088e-05	0.973098	0	0
樵	1	4.42289e-08	0.999999	0	0
樹	11362	0.000502529	0.769853	6	846
樺	145	6.41319e-06	0.997912	0	0
樽	323	1.42859e-05	0.995141	0	0
橇	1	4.42289e-08	0.99999	0	0
橈	43	1.90184e-06	0.999412	0	0
橋	11856	0.000524378	0.760618	3	345
橘	2027	8.9652e-05	0.960429	0	0
橙	22	9.73036e-07	0.999732	0	0
機	15852	0.000701116	0.693414	4	486
橿	2	8.84578e-08	0.999988	0	0
檀	94	4.15752e-06	0.99866	0	0
檄	11	4.86518e-07	0.999877	0	0
檎	10	4.42289e-07	0.999884	0	0
檜	405	1.79127e-05	0.993743	0	0
檣	2	8.84578e-08	0.999983	0	0
檬	11	4.86518e-07	0.999873	0	0
檮	1	4.42289e-08	1.0	0	0
檸	11	4.86518e-07	0.999872	0	0
檻	79	3.49408e-06	0.998894	0	0
櫂	292	1.29148e-05	0.995701	0	0
櫃	58	2.56528e-06	0.999223	0	0
櫓	33	1.45955e-06	0.999594	0	0
櫛	68	3.00756e-06	0.999053	0	0
櫟	7	3.09602e-07	0.999927	0	0
櫻	621	2.74661e-05	0.989688	0	0
欄	223	9.86304e-06	0.996804	7	1939
欅	5	2.21144e-07	0.999948	0	0
欒	11	4.86518e-07	0.999869	0	0
欝	2	8.84578e-08	0.999985	0	0
欠	2529	0.000111855	0.949869	4	613
次	30702	0.00135792	0.532357	3	279
欣	218	9.6419e-06	0.996882	0	0
欧	268	1.18533e-05	0.996135	7	1907
欲	8384	0.000370815	0.825282	6	863
欷	1	4.42289e-08	0.999989	0	0
欺	3219	0.000142373	0.934418	7	1246
欽	13	5.74976e-07	0.999846	0	0
款	21	9.28807e-07	0.999748	7	2107
歌	11444	0.000506155	0.76834	2	192
歓	3689	0.00016316	0.923303	7	1220
歔	1	4.42289e-08	0.999989	0	0
止	17053	0.000754235	0.67744	2	162
正	31333	0.00138582	0.526855	1	36
此	482	2.13183e-05	0.992465	0	0
武	12971	0.000573693	0.738716	5	676
歩	12967	0.000573516	0.73929	2	179
歪	94	4.15752e-06	0.998656	0	0
歯	2247	9.93823e-05	0.95588	3	422
歳	11758	0.000520043	0.762182	7	1059
歴	3151	0.000139365	0.935682	4	605
歸	1	4.42289e-08	0.99999	0	0
死	50458	0.0022317	0.39132	3	254
殄	2	8.84578e-08	0.999982	0	0
殆	3	1.32687e-07	0.999969	0	0
殉	185	8.18234e-06	0.997362	7	1972
殊	1126	4.98017e-05	0.980348	7	1548
残	24055	0.00106393	0.600377	4	465
殖	261	1.15437e-05	0.996228	7	1913
殯	4	1.76916e-07	0.999961	0	0
殲	27	1.19418e-06	0.999668	0	0
殴	4260	0.000188415	0.909843	7	1186
段	7985	0.000353168	0.833245	6	867
殷	9	3.9806e-07	0.999901	0	0
殺	53633	0.00237213	0.377678	4	444
殻	493	2.18048e-05	0.992249	7	1763
殼	1	4.42289e-08	0.999997	0	0
殿	15333	0.000678162	0.699607	7	1042
毀	144	6.36896e-06	0.997931	7	1997
毅	359	1.58782e-05	0.994499	0	0
母	60361	0.0026697	0.340734	2	106
毎	10842	0.00047953	0.780611	2	194
毒	5612	0.000248213	0.880979	4	553
比	4759	0.000210485	0.89929	5	751
毘	26	1.14995e-06	0.999678	0	0
毛	4014	0.000177535	0.914992	2	230
毫	6	2.65373e-07	0.999939	0	0
毬	182	8.04966e-06	0.997435	0	0
毯	35	1.54801e-06	0.999554	0	0
氈	1	4.42289e-08	0.999993	0	0
氏	6874	0.000304029	0.850695	4	542
民	7376	0.000326232	0.841334	4	536
気	135538	0.0059947	0.171235	1	9
氣	20	8.84578e-07	0.999762	0	0
水	23428	0.00103619	0.60667	1	42
氷	1950	8.62463e-05	0.961837	3	426
永	9178	0.000405933	0.813124	5	695
氾	23	1.01726e-06	0.999728	7	2105
汀	54	2.38836e-06	0.999277	0	0
汁	1426	6.30704e-05	0.973861	7	1465
求	6573	0.000290716	0.858108	4	543
汎	17	7.51891e-07	0.999796	7	2112
汐	526	2.32644e-05	0.991506	0	0
汗	1169	5.17036e-05	0.979337	7	1531
汚	4260	0.000188415	0.910032	7	1187
汝	68	3.00756e-06	0.99905	0	0
江	20572	0.000909877	0.637974	7	1031
池	7177	0.000317431	0.843577	2	214
汰	1795	7.93909e-05	0.965245	7	1389
汲	37	1.63647e-06	0.999519	0	0
決	38123	0.00168614	0.473975	3	263
汽	550	2.43259e-05	0.991007	2	240
沁	3	1.32687e-07	0.999973	0	0
沂	1	4.42289e-08	0.999993	0	0
沃	3	1.32687e-07	0.999966	7	2127
沈	992	4.38751e-05	0.983211	7	1589
沌	76	3.3614e-06	0.998932	0	0
沐	12	5.30747e-07	0.999861	0	0
沓	7	3.09602e-07	0.999928	0	0
沖	2330	0.000103053	0.954365	7	1330
沙	9028	0.000399298	0.816742	7	1085
沛	1	4.42289e-08	0.999995	0	0
没	671	2.96776e-05	0.988865	7	1684
沢	26060	0.0011526	0.567182	7	1021
沫	185	8.18234e-06	0.997378	0	0
沮	1	4.42289e-08	0.999998	0	0
河	7790	0.000344543	0.835338	5	713
沸	461	2.03895e-05	0.992882	7	1781
油	2917	0.000129016	0.941845	3	412
治	18765	0.000829955	0.65776	4	477
沼	3975	0.00017581	0.915699	7	1200
沽	16	7.07662e-07	0.99981	0	0
沿	610	2.69796e-05	0.989906	6	993
況	5921	0.000261879	0.873316	7	1125
泄	15	6.63433e-07	0.999823	0	0
泉	6392	0.000282711	0.862979	6	879
泊	4567	0.000201993	0.902592	7	1172
泌	117	5.17478e-06	0.998299	7	2015
法	17707	0.000783161	0.668244	4	479
泡	534	2.36182e-05	0.991389	7	1740
波	7649	0.000338307	0.837042	3	365
泣	18386	0.000813192	0.661043	4	478
泥	3104	0.000137286	0.937062	7	1256
注	6742	0.000298191	0.8537	3	372
泪	7	3.09602e-07	0.999925	0	0
泰	1812	8.01427e-05	0.965006	7	1387
泳	1707	7.54987e-05	0.967642	3	430
洋	6575	0.000290805	0.857817	3	375
洌	8	3.53831e-07	0.999915	0	0
洒	48	2.12299e-06	0.999343	0	0
洗	5741	0.000253918	0.878217	6	889
洛	364	1.60993e-05	0.994419	0	0
洞	407	1.80012e-05	0.993671	7	1806
洟	2	8.84578e-08	0.999981	0	0
津	12541	0.000554674	0.747715	7	1055
洩	99	4.37866e-06	0.998613	0	0
洪	71	3.14025e-06	0.999019	7	2058
洲	499	2.20702e-05	0.99214	0	0
洵	184	8.13812e-06	0.997411	0	0
洸	336	1.48609e-05	0.994821	0	0
活	12681	0.000560867	0.743259	2	181
派	7398	0.000327205	0.840027	6	871
流	13067	0.000577939	0.735264	3	336
浄	509	2.25125e-05	0.991895	7	1753
浅	5809	0.000256926	0.876689	4	549
浙	2	8.84578e-08	0.999976	0	0
浚	21	9.28807e-07	0.999754	0	0
浜	5107	0.000225877	0.890611	7	1147
浣	6	2.65373e-07	0.999939	0	0
浦	5037	0.000222781	0.891283	7	1150
浩	2827	0.000125035	0.943867	0	0
浪	1642	7.26238e-05	0.969493	7	1421
浬	7	3.09602e-07	0.999931	0	0
浮	6044	0.000267319	0.870667	7	1120
浴	1511	6.68299e-05	0.971987	4	629
海	24394	0.00107892	0.593966	2	145
浸	634	2.80411e-05	0.98944	7	1695
涅	5	2.21144e-07	0.999945	0	0
消	13376	0.000591606	0.729397	3	335
涌	92	4.06906e-06	0.998692	0	0
涎	2	8.84578e-08	0.999976	0	0
涙	3053	0.000135031	0.938153	7	1261
涛	15	6.63433e-07	0.999819	0	0
涜	35	1.54801e-06	0.999548	0	0
涯	681	3.01199e-05	0.988625	7	1680
液	2793	0.000123531	0.944362	5	775
涵	4	1.76916e-07	0.999962	0	0
涸	25	1.10572e-06	0.9997	0	0
涼	4411	0.000195094	0.906966	7	1180
淀	355	1.57013e-05	0.994562	0	0
淋	88	3.89214e-06	0.998752	0	0
淑	311	1.37552e-05	0.995435	7	1874
淘	33	1.45955e-06	0.999585	0	0
淡	388	1.71608e-05	0.993988	7	1818
淫	88	3.89214e-06	0.998744	7	2042
深	9401	0.000415796	0.807793	3	354
淳	1890	8.35926e-05	0.96328	0	0
淵	780	3.44985e-05	0.986756	0	0
混	2551	0.000112828	0.949533	5	782
淹	148	6.54588e-06	0.997874	0	0
添	2398	0.000106061	0.952588	7	1319
清	9903	0.000437999	0.797568	4	521
渇	383	1.69397e-05	0.994039	7	1820
済	8351	0.000369355	0.825651	6	864
渉	2106	9.3146e-05	0.959062	7	1352
渋	1727	7.63833e-05	0.966958	7	1401
渓	316	1.39763e-05	0.995325	7	1868
渕	859	3.79926e-05	0.985279	0	0
渚	638	2.8218e-05	0.989356	0	0
減	6905	0.0003054	0.848564	5	720
渡	14171	0.000626768	0.717813	7	1047
渣	40	1.76916e-06	0.999467	0	0
渥	164	7.25354e-06	0.997661	0	0
渦	236	1.0438e-05	0.996601	7	1927
温	5342	0.000236271	0.884836	3	385
渫	1	4.42289e-08	0.999992	0	0
測	2288	0.000101196	0.955079	5	786
渭	1	4.42289e-08	0.99999	0	0
港	2399	0.000106105	0.952482	3	420
游	102	4.51135e-06	0.998564	0	0
渾	53	2.34413e-06	0.999285	0	0
湊	669	2.95891e-05	0.988924	0	0
湖	1030	4.55558e-05	0.98254	3	438
湘	80	3.53831e-06	0.998852	0	0
