kanji	count	freq	freq_cum	jouyou	jouyou_pos
邂	3	1.32687e-07	0.999968	0	0
邃	1	4.42289e-08	0.999996	0	0
還	927	4.10002e-05	0.9841	7	1605
邇	1	4.42289e-08	0.999999	0	0
邉	5	2.21144e-07	0.999943	0	0
邊	29	1.28264e-06	0.999639	0	0
邏	12	5.30747e-07	0.999856	0	0
邑	42	1.85761e-06	0.999422	0	0
那	9246	0.00040894	0.811089	7	1082
邦	1184	5.2367e-05	0.979024	7	1527
邪	10138	0.000448392	0.792258	7	1068
邸	798	3.52947e-05	0.986408	7	1643
郁	882	3.90099e-05	0.9847	0	0
郊	107	4.73249e-06	0.998463	7	2028
郎	44113	0.00195107	0.432789	7	1013
郡	173	7.6516e-06	0.997505	4	640
郤	1	4.42289e-08	0.999991	0	0
部	81170	0.00359006	0.264873	3	244
郭	135	5.9709e-06	0.99803	7	2003
郵	725	3.20659e-05	0.987754	6	990
郷	4840	0.000214068	0.89695	6	900
都	11519	0.000509473	0.766309	3	346
鄒	7	3.09602e-07	0.999931	0	0
鄙	5	2.21144e-07	0.999949	0	0
酉	57	2.52105e-06	0.999231	0	0
酊	17	7.51891e-07	0.999798	0	0
酋	1	4.42289e-08	0.999994	0	0
酌	323	1.42859e-05	0.995126	7	1860
配	24470	0.00108228	0.592887	3	296
酎	314	1.38879e-05	0.995352	7	1870
酒	9203	0.000407038	0.812311	3	356
酔	4150	0.00018355	0.913009	7	1194
酛	4	1.76916e-07	0.999958	0	0
酢	497	2.19818e-05	0.992162	7	1762
酩	17	7.51891e-07	0.999797	0	0
酪	10	4.42289e-07	0.999885	7	2118
酬	754	3.33486e-05	0.98723	7	1654
酵	259	1.14553e-05	0.996262	7	1915
酷	975	4.31232e-05	0.983429	7	1593
酸	2194	9.70382e-05	0.957161	5	790
醂	2	8.84578e-08	0.99998	0	0
醇	40	1.76916e-06	0.99946	0	0
醍	597	2.64046e-05	0.990092	0	0
醐	597	2.64046e-05	0.990119	0	0
醒	231	1.02169e-05	0.996684	7	1933
醗	13	5.74976e-07	0.999852	0	0
醜	452	1.99915e-05	0.992983	7	1783
醤	385	1.70281e-05	0.994022	0	0
醴	7	3.09602e-07	0.999922	0	0
醸	114	5.04209e-06	0.998356	7	2018
采	150	6.63433e-06	0.997834	7	1991
釈	1397	6.17878e-05	0.974483	7	1470
釉	27	1.19418e-06	0.999671	0	0
釋	4	1.76916e-07	0.999963	0	0
里	20934	0.000925888	0.63523	2	150
重	19055	0.000842781	0.651911	3	311
野	65557	0.00289951	0.315598	2	102
量	4076	0.000180277	0.914279	4	585
金	63271	0.00279841	0.327001	1	24
釘	180	7.9612e-06	0.997459	0	0
釜	589	2.60508e-05	0.990328	7	1717
針	2039	9.01827e-05	0.960159	6	955
釣	2339	0.000103451	0.954159	7	1329
釧	6	2.65373e-07	0.999932	0	0
釵	1	4.42289e-08	0.99999	0	0
釿	10	4.42289e-07	0.99989	0	0
鈍	827	3.65773e-05	0.985764	7	1631
鈎	47	2.07876e-06	0.999362	0	0
鈴	10465	0.000462855	0.788148	7	1066
鈿	67	2.96334e-06	0.999067	0	0
鉄	4160	0.000183992	0.912826	3	394
鉈	5	2.21144e-07	0.999945	0	0
鉉	2	8.84578e-08	0.99998	0	0
鉋	3	1.32687e-07	0.99997	0	0
鉗	163	7.20931e-06	0.997683	0	0
鉚	1	4.42289e-08	0.999999	0	0
鉛	256	1.13226e-05	0.996285	7	1916
鉢	785	3.47197e-05	0.986653	7	1647
鉤	79	3.49408e-06	0.998873	0	0
鉦	16	7.07662e-07	0.999813	0	0
鉱	295	1.30475e-05	0.995636	5	824
鉾	10	4.42289e-07	0.999888	0	0
銀	6883	0.000304427	0.849782	3	371
銃	6990	0.00030916	0.847643	7	1098
銅	239	1.05707e-05	0.99657	5	825
銈	2	8.84578e-08	0.999982	0	0
銑	0	0.0	1.0	0	0
銘	596	2.63604e-05	0.990171	7	1711
銚	32	1.41532e-06	0.999607	0	0
銛	3	1.32687e-07	0.999971	0	0
銭	2155	9.53133e-05	0.958027	5	792
銷	1	4.42289e-08	0.999993	0	0
鋏	9	3.9806e-07	0.999901	0	0
鋒	101	4.46712e-06	0.998573	0	0
鋤	49	2.16722e-06	0.999337	0	0
鋪	1	4.42289e-08	0.999996	0	0
鋭	746	3.29948e-05	0.987363	7	1656
鋲	10	4.42289e-07	0.999885	0	0
鋳	58	2.56528e-06	0.999221	7	2067
鋸	15	6.63433e-07	0.999822	0	0
鋺	1	4.42289e-08	0.99999	0	0
鋼	269	1.18976e-05	0.996099	6	1001
錆	37	1.63647e-06	0.99953	0	0
錐	23	1.01726e-06	0.999719	0	0
錘	7	3.09602e-07	0.999918	0	0
錚	1	4.42289e-08	0.999997	0	0
錠	840	3.71523e-05	0.985653	7	1628
錦	814	3.60023e-05	0.985981	7	1635
錨	76	3.3614e-06	0.998935	0	0
錫	10	4.42289e-07	0.999881	0	0
錬	100	4.42289e-06	0.998578	7	2034
錮	2	8.84578e-08	0.999981	7	2129
錯	381	1.68512e-05	0.99414	7	1825
録	4664	0.000206284	0.901165	4	573
錺	2	8.84578e-08	0.999987	0	0
鍋	2450	0.000108361	0.951518	7	1315
鍔	6	2.65373e-07	0.999942	0	0
鍛	697	3.08275e-05	0.988381	7	1674
鍬	18	7.9612e-07	0.999787	0	0
鍮	7	3.09602e-07	0.999922	0	0
鍵	5205	0.000230211	0.888335	7	1145
鍼	15	6.63433e-07	0.999826	0	0
鍾	6	2.65373e-07	0.999934	0	0
鎌	1033	4.56884e-05	0.982449	7	1579
鎖	920	4.06906e-05	0.984181	7	1606
鎗	2	8.84578e-08	0.999985	0	0
鎚	4	1.76916e-07	0.999958	0	0
鎧	194	8.5804e-06	0.997229	0	0
鎮	518	2.29106e-05	0.991667	7	1748
鎹	2	8.84578e-08	0.999981	0	0
鏑	255	1.12784e-05	0.996319	0	0
鏖	4	1.76916e-07	0.999957	0	0
鏡	3051	0.000134942	0.938287	4	607
鏨	1	4.42289e-08	0.999994	0	0
鐘	1106	4.89172e-05	0.980941	7	1556
鐙	1	4.42289e-08	0.999997	0	0
鐡	2	8.84578e-08	0.999987	0	0
鐵	79	3.49408e-06	0.998904	0	0
鐸	4	1.76916e-07	0.999962	0	0
鑑	4214	0.000186381	0.911533	7	1190
鑓	65	2.87488e-06	0.999099	0	0
鑞	1	4.42289e-08	0.999989	0	0
鑠	1	4.42289e-08	0.999995	0	0
鑰	1	4.42289e-08	0.999998	0	0
鑷	263	1.16322e-05	0.996181	0	0
鑼	2	8.84578e-08	0.999985	0	0
鑽	11	4.86518e-07	0.999869	0	0
鑿	7	3.09602e-07	0.999923	0	0
長	107165	0.00473979	0.224185	2	92
門	14285	0.00063181	0.7153	2	172
閂	2	8.84578e-08	0.99998	0	0
閃	37	1.63647e-06	0.999525	0	0
閉	9786	0.000432824	0.801048	6	855
開	33404	0.00147742	0.50837	3	271
閏	7	3.09602e-07	0.999929	0	0
閑	150	6.63433e-06	0.997827	7	1990
間	117045	0.00517677	0.209727	2	89
閔	3	1.32687e-07	0.999972	0	0
関	33864	0.00149777	0.500947	4	455
閣	736	3.25525e-05	0.987624	6	988
閤	274	1.21187e-05	0.996015	0	0
閥	373	1.64974e-05	0.99424	7	1831
閧	1	4.42289e-08	0.999999	0	0
閨	21	9.28807e-07	0.999752	0	0
閲	466	2.06107e-05	0.992739	7	1776
閻	53	2.34413e-06	0.999296	0	0
閾	1	4.42289e-08	0.999996	0	0
闇	2074	9.17307e-05	0.959524	7	1356
闊	34	1.50378e-06	0.999556	0	0
闍	1	4.42289e-08	0.999992	0	0
闕	7	3.09602e-07	0.999928	0	0
闖	5	2.21144e-07	0.999943	0	0
闘	2306	0.000101992	0.954775	7	1332
關	4	1.76916e-07	0.999961	0	0
闢	3	1.32687e-07	0.999975	0	0
阜	321	1.41975e-05	0.995212	7	1865
阪	3083	0.000136358	0.937882	7	1260
防	5630	0.000249009	0.880482	5	743
阻	477	2.10972e-05	0.992593	7	1772
阿	3386	0.000149759	0.930476	0	0
陀	181	8.00543e-06	0.997443	0	0
附	71	3.14025e-06	0.999016	7	2057
降	6368	0.00028165	0.863543	6	880
限	8853	0.000391558	0.821082	5	702
陛	170	7.51891e-06	0.997536	6	1003
陞	12	5.30747e-07	0.999865	0	0
院	27722	0.00122611	0.555167	3	285
陣	2615	0.000115659	0.948047	7	1301
除	5728	0.000253343	0.878724	6	890
陥	967	4.27693e-05	0.983514	7	1595
陪	7	3.09602e-07	0.999916	7	2122
陰	2290	0.000101284	0.954978	7	1334
陲	2	8.84578e-08	0.999984	0	0
陳	224	9.90727e-06	0.996755	7	1937
陵	195	8.62463e-06	0.997211	7	1963
陶	505	2.23356e-05	0.992029	7	1758
陸	3725	0.000164753	0.922156	4	591
険	6699	0.000296289	0.854293	5	726
陽	9135	0.000404031	0.813934	3	357
隅	900	3.9806e-05	0.984503	7	1612
隆	2949	0.000130431	0.941067	7	1270
隈	530	2.34413e-05	0.991412	0	0
隊	5286	0.000233794	0.88648	4	558
隋	2	8.84578e-08	0.999986	0	0
階	6286	0.000278023	0.864941	3	377
随	3598	0.000159136	0.925073	7	1224
隔	567	2.50778e-05	0.990687	7	1727
隕	158	6.98816e-06	0.997726	0	0
隗	1	4.42289e-08	0.999997	0	0
隘	1	4.42289e-08	0.999997	0	0
隙	1008	4.45827e-05	0.982945	7	1585
際	8261	0.000365375	0.828218	5	709
障	2626	0.000116145	0.947815	6	946
隠	12545	0.000554851	0.746606	7	1054
隣	3519	0.000155641	0.927434	7	1229
隧	1	4.42289e-08	0.999998	0	0
隲	1	4.42289e-08	0.999999	0	0
隷	218	9.6419e-06	0.996872	7	1942
隻	103	4.55558e-06	0.998537	7	2033
隼	1594	7.05008e-05	0.970206	0	0
雀	669	2.95891e-05	0.988894	0	0
雁	429	1.89742e-05	0.993393	0	0
雄	6012	0.000265904	0.872	7	1123
雅	4577	0.000202436	0.90239	7	1171
集	17543	0.000775907	0.671357	3	315
雇	2802	0.000123929	0.944115	7	1279
雉	129	5.70553e-06	0.998152	0	0
雌	167	7.38622e-06	0.99758	7	1981
雍	1	4.42289e-08	0.999993	0	0
雑	4654	0.000205841	0.901577	5	752
雖	1	4.42289e-08	0.999998	0	0
雙	107	4.73249e-06	0.998482	0	0
雛	541	2.39278e-05	0.991128	0	0
離	18101	0.000800587	0.66588	7	1036
難	10706	0.000473514	0.782985	6	851
雨	6809	0.000301155	0.851903	1	67
雪	7205	0.000318669	0.842941	2	213
雫	137	6.05936e-06	0.998018	0	0
雰	1125	4.97575e-05	0.980498	7	1550
雲	3451	0.000152634	0.928664	2	233
零	444	1.96376e-05	0.993142	7	1789
雷	1659	7.33757e-05	0.969056	7	1416
雹	14	6.19204e-07	0.999838	0	0
電	33676	0.00148945	0.503929	2	130
需	185	8.18234e-06	0.99737	7	1973
震	1643	7.26681e-05	0.969421	7	1420
霊	4002	0.000177004	0.915346	7	1198
霍	3	1.32687e-07	0.999974	0	0
霓	1	4.42289e-08	0.999995	0	0
霖	3	1.32687e-07	0.999974	0	0
霜	412	1.82223e-05	0.993635	7	1804
霞	237	1.04822e-05	0.99658	0	0
霧	2637	0.000116632	0.947466	7	1297
霰	1	4.42289e-08	0.999996	0	0
露	1861	8.231e-05	0.964276	7	1381
霹	90	3.9806e-06	0.998728	0	0
霽	1	4.42289e-08	0.999994	0	0
靂	90	3.9806e-06	0.998732	0	0
靄	2	8.84578e-08	0.999977	0	0
靈	7	3.09602e-07	0.999931	0	0
青	13050	0.000577187	0.735841	1	53
靖	549	2.42817e-05	0.991031	0	0
静	9792	0.000433089	0.800615	4	522
非	4841	0.000214112	0.896736	5	748
靡	44	1.94607e-06	0.999407	0	0
面	25433	0.00112487	0.577453	3	292
靨	3	1.32687e-07	0.999967	0	0
革	1373	6.07263e-05	0.975035	6	974
靭	39	1.72493e-06	0.99949	0	0
靱	37	1.63647e-06	0.999521	0	0
靴	3097	0.000136977	0.937199	7	1257
靼	1	4.42289e-08	0.999994	0	0
鞄	327	1.44628e-05	0.995055	0	0
鞆	26	1.14995e-06	0.999684	0	0
鞋	6	2.65373e-07	0.999935	0	0
鞍	102	4.51135e-06	0.998542	0	0
鞘	157	6.94394e-06	0.997739	0	0
鞜	16	7.07662e-07	0.999812	0	0
鞠	937	4.14425e-05	0.983935	0	0
鞨	5	2.21144e-07	0.999947	0	0
鞭	71	3.14025e-06	0.999022	0	0
韃	1	4.42289e-08	0.999994	0	0
韋	2	8.84578e-08	0.999981	0	0
韓	650	2.87488e-05	0.989099	7	1688
韜	2	8.84578e-08	0.999984	0	0
韮	255	1.12784e-05	0.99633	0	0
音	75284	0.00332973	0.282095	1	18
韻	41	1.81338e-06	0.999436	7	2079
響	4457	0.000197128	0.906182	7	1179
頁	1	4.42289e-08	0.999999	0	0
頂	15519	0.000686388	0.696884	6	838
頃	12792	0.000565776	0.742135	7	1052
項	558	2.46797e-05	0.990861	7	1730
順	5739	0.00025383	0.878471	4	550
須	4914	0.000217341	0.894367	7	1159
頌	2	8.84578e-08	0.999982	0	0
預	5355	0.000236846	0.8846	5	744
頑	26043	0.00115185	0.568334	7	1022
頒	4	1.76916e-07	0.999953	7	2123
頓	201	8.89001e-06	0.99715	7	1959
領	2981	0.000131846	0.939756	5	772
頚	66	2.91911e-06	0.999079	0	0
頤	2	8.84578e-08	0.999986	0	0
頬	224	9.90727e-06	0.996784	0	0
頭	20177	0.000892406	0.641572	2	151
頰	0	0.0	1.0	7	2136
頷	18	7.9612e-07	0.999781	0	0
頸	352	1.55686e-05	0.994609	0	0
頻	516	2.28221e-05	0.991758	7	1751
頼	31366	0.00138728	0.524082	7	1018
顆	8	3.53831e-07	0.999906	0	0
顋	1	4.42289e-08	0.999996	0	0
題	17543	0.000775907	0.670581	3	314
額	3887	0.000171918	0.918127	5	758
顎	187	8.2708e-06	0.997304	7	1969
顏	1	4.42289e-08	0.999991	0	0
顔	28160	0.00124549	0.548991	2	139
顕	347	1.53474e-05	0.994655	7	1841
願	56295	0.00248987	0.350981	4	442
顛	32	1.41532e-06	0.999604	0	0
類	4566	0.000201949	0.902794	4	575
顧	1516	6.7051e-05	0.97192	7	1445
顫	2	8.84578e-08	0.999978	0	0
風	18138	0.000802224	0.665079	2	160
颪	3	1.32687e-07	0.999974	0	0
颯	465	2.05664e-05	0.992821	0	0
飄	2	8.84578e-08	0.999976	0	0
飛	12542	0.000554719	0.747161	4	501
飜	6	2.65373e-07	0.999939	0	0
食	53712	0.00237562	0.375306	2	111
飢	330	1.45955e-05	0.994953	7	1853
飩	5	2.21144e-07	0.999947	0	0
飫	2	8.84578e-08	0.999988	0	0
飯	11342	0.000501644	0.770858	4	509
飲	19840	0.000877501	0.644209	3	309
飴	139	6.14782e-06	0.997988	0	0
飼	3449	0.000152545	0.928817	5	763
飽	1053	4.6573e-05	0.981942	7	1571
飾	1581	6.99259e-05	0.970346	7	1429
餃	481	2.12741e-05	0.992529	0	0
餅	855	3.78157e-05	0.985355	7	1625
餉	83	3.671e-06	0.998809	0	0
養	4269	0.000188813	0.909655	4	580
餌	804	3.556e-05	0.986196	7	1640
餐	104	4.5998e-06	0.99851	0	0
餓	144	6.36896e-06	0.997925	7	1996
餞	73	3.22871e-06	0.998981	0	0
餡	90	3.9806e-06	0.998724	0	0
館	5595	0.000247461	0.881474	3	383
饂	5	2.21144e-07	0.999946	0	0
饅	246	1.08803e-05	0.996474	0	0
饉	15	6.63433e-07	0.999824	0	0
饒	16	7.07662e-07	0.999807	0	0
饗	88	3.89214e-06	0.99876	0	0
首	7073	0.000312831	0.845779	2	215
馗	2	8.84578e-08	0.999984	0	0
香	25043	0.00110762	0.584134	7	1024
馥	3	1.32687e-07	0.999968	0	0
馨	329	1.45513e-05	0.994982	0	0
馬	16946	0.000749503	0.679693	2	163
馳	355	1.57013e-05	0.994578	0	0
馴	124	5.48438e-06	0.998219	0	0
駁	1	4.42289e-08	0.999996	0	0
駄	15855	0.000701249	0.692713	7	1039
駅	3556	0.000157278	0.926496	3	404
駆	2850	0.000126052	0.942989	7	1276
駈	2	8.84578e-08	0.999979	0	0
駐	1206	5.334e-05	0.978442	7	1516
駒	1131	5.00229e-05	0.980249	7	1546
駕	153	6.76702e-06	0.997787	0	0
駘	1	4.42289e-08	0.999993	0	0
駝	1	4.42289e-08	0.999991	0	0
駱	1	4.42289e-08	0.999991	0	0
駿	2098	9.27922e-05	0.959155	0	0
騎	394	1.74262e-05	0.993919	7	1815
騒	6848	0.000302879	0.851301	7	1100
験	10428	0.000461219	0.789071	4	516
騙	1455	6.4353e-05	0.972969	0	0
騨	81	3.58254e-06	0.998841	0	0
騰	118	5.21901e-06	0.998284	7	2014
驕	10	4.42289e-07	0.999887	0	0
驚	4504	0.000199207	0.904795	7	1176
驢	1	4.42289e-08	0.999991	0	0
骨	4754	0.000210264	0.899711	6	903
骸	186	8.22657e-06	0.997321	7	1970
髄	465	2.05664e-05	0.99278	7	1778
髏	1	4.42289e-08	0.999997	0	0
髑	1	4.42289e-08	0.999997	0	0
體	2	8.84578e-08	0.999979	0	0
高	48876	0.00216173	0.400033	2	113
髙	65	2.87488e-06	0.999096	0	0
髢	2	8.84578e-08	0.999984	0	0
髪	3458	0.000152943	0.928206	7	1233
髭	82	3.62677e-06	0.998827	0	0
髯	1	4.42289e-08	0.999996	0	0
髷	22	9.73036e-07	0.999738	0	0
髻	5	2.21144e-07	0.999952	0	0
鬆	6	2.65373e-07	0.999937	0	0
鬚	3	1.32687e-07	0.999966	0	0
鬢	4	1.76916e-07	0.999955	0	0
鬨	18	7.9612e-07	0.999788	0	0
鬱	210	9.28807e-06	0.99706	7	1953
鬼	5500	0.000243259	0.882456	7	1135
魁	103	4.55558e-06	0.998528	0	0
魂	1673	7.39949e-05	0.968835	7	1415
魃	1	4.42289e-08	0.999999	0	0
魄	4	1.76916e-07	0.99996	0	0
魅	1224	5.41362e-05	0.977958	7	1511
魍	33	1.45955e-06	0.999581	0	0
魎	33	1.45955e-06	0.999582	0	0
魏	9	3.9806e-07	0.999898	0	0
魑	39	1.72493e-06	0.999499	0	0
魔	13987	0.000618629	0.720298	7	1048
魚	3262	0.000144275	0.933557	2	234
魯	9	3.9806e-07	0.999902	0	0
鮎	1107	4.89614e-05	0.980892	0	0
鮑	18	7.9612e-07	0.99979	0	0
鮒	23	1.01726e-06	0.999729	0	0
鮟	2	8.84578e-08	0.999976	0	0
鮨	35	1.54801e-06	0.999551	0	0
鮪	12	5.30747e-07	0.999865	0	0
鮫	1140	5.04209e-05	0.979948	0	0
鮭	88	3.89214e-06	0.998748	0	0
鮮	1157	5.11728e-05	0.979439	7	1533
鮹	2	8.84578e-08	0.999979	0	0
鯉	236	1.0438e-05	0.996633	0	0
鯖	428	1.893e-05	0.993412	0	0
鯛	349	1.54359e-05	0.99464	0	0
鯨	382	1.68954e-05	0.994107	7	1823
鯰	3	1.32687e-07	0.999975	0	0
鯱	2	8.84578e-08	0.999979	0	0
鯵	77	3.40562e-06	0.998928	0	0
鰆	27	1.19418e-06	0.99967	0	0
鰊	1	4.42289e-08	0.99999	0	0
鰍	3	1.32687e-07	0.999973	0	0
鰐	112	4.95364e-06	0.998396	0	0
鰓	1	4.42289e-08	0.999992	0	0
鰤	3	1.32687e-07	0.999968	0	0
鰭	1	4.42289e-08	0.999989	0	0
鰯	57	2.52105e-06	0.999234	0	0
鰰	2	8.84578e-08	0.999987	0	0
鰹	59	2.6095e-06	0.999213	0	0
鰺	7	3.09602e-07	0.999923	0	0
鰻	95	4.20174e-06	0.998651	0	0
鱇	2	8.84578e-08	0.999976	0	0
鱈	10	4.42289e-07	0.999889	0	0
鱒	29	1.28264e-06	0.999649	0	0
鱗	70	3.09602e-06	0.999025	0	0
鱚	7	3.09602e-07	0.999923	0	0
鱧	30	1.32687e-06	0.999622	0	0
鱶	2	8.84578e-08	0.999984	0	0
鱸	46	2.03453e-06	0.999391	0	0
鳥	7055	0.000312035	0.846091	2	216
鳩	751	3.32159e-05	0.987263	0	0
鳳	120	5.30747e-06	0.998263	0	0
鳴	12304	0.000544192	0.751567	2	183
鳶	40	1.76916e-06	0.999485	0	0
鴉	166	7.342e-06	0.997617	0	0
鴎	11	4.86518e-07	0.999875	0	0
鴨	1673	7.39949e-05	0.968909	0	0
鴫	1	4.42289e-08	0.999996	0	0
鴬	1	4.42289e-08	0.999998	0	0
鴻	423	1.87088e-05	0.993468	0	0
鵑	6	2.65373e-07	0.999941	0	0
鵙	1	4.42289e-08	0.999989	0	0
鵜	802	3.54716e-05	0.986302	0	0
鵞	2	8.84578e-08	0.999977	0	0
鵠	26	1.14995e-06	0.999688	0	0
鵬	10	4.42289e-07	0.99988	0	0
鵯	9	3.9806e-07	0.999902	0	0
鵺	235	1.03938e-05	0.996643	0	0
鶏	874	3.8656e-05	0.985011	7	1620
鶯	29	1.28264e-06	0.999632	0	0
鶴	4200	0.000185761	0.911904	7	1191
鷗	14	6.19204e-07	0.999839	0	0
鷲	1227	5.42688e-05	0.977904	0	0
鷹	1736	7.67813e-05	0.966576	0	0
鷺	169	7.47468e-06	0.997558	0	0
鷽	3	1.32687e-07	0.999975	0	0
鸞	4	1.76916e-07	0.999962	0	0
鹸	12	5.30747e-07	0.999861	0	0
鹹	12	5.30747e-07	0.999863	0	0
鹿	3670	0.00016232	0.923791	7	1221
麒	9	3.9806e-07	0.999892	0	0
麓	74	3.27294e-06	0.998952	7	2048
麗	5209	0.000230388	0.888105	7	1144
麝	7	3.09602e-07	0.999921	0	0
麟	97	4.2902e-06	0.998639	0	0
麦	1888	8.35041e-05	0.963364	2	238
麩	16	7.07662e-07	0.999805	0	0
麹	73	3.22871e-06	0.998975	0	0
麺	721	3.1889e-05	0.987882	7	1666
麻	10651	0.000471082	0.785345	7	1065
麾	2	8.84578e-08	0.999978	0	0
麿	145	6.41319e-06	0.997919	0	0
黄	1764	7.80198e-05	0.966189	2	239
黍	4	1.76916e-07	0.999955	0	0
黎	1022	4.52019e-05	0.982676	0	0
黐	1	4.42289e-08	0.99999	0	0
黒	13865	0.000613234	0.721527	2	174
默	1	4.42289e-08	0.999998	0	0
黙	8292	0.000366746	0.826755	7	1088
黛	299	1.32244e-05	0.99561	0	0
黴	34	1.50378e-06	0.999574	0	0
鼈	1	4.42289e-08	1.0	0	0
鼎	12	5.30747e-07	0.999857	0	0
鼓	1188	5.25439e-05	0.978972	7	1526
鼠	391	1.72935e-05	0.993936	0	0
鼬	1	4.42289e-08	0.99999	0	0
鼻	3528	0.00015604	0.927279	3	405
齊	320	1.41532e-05	0.99524	0	0
齋	18	7.9612e-07	0.999784	0	0
齟	2	8.84578e-08	0.999987	0	0
齢	1726	7.63391e-05	0.967035	7	1402
齧	3	1.32687e-07	0.999967	0	0
齬	2	8.84578e-08	0.999987	0	0
龍	6573	0.000290716	0.858398	0	0
龐	7	3.09602e-07	0.999929	0	0
龕	1	4.42289e-08	0.999993	0	0
